,0,1,2,3,4,5,label
205,-0.058123905,-0.058165267,-0.03295414,-0.039795663,-0.039700132,-0.02046469,2
206,-0.05829263,-0.058267377,-0.033113986,-0.039960478,-0.039839607,-0.020611601,2
207,-0.059080794,-0.0590809,-0.033706702,-0.040215854,-0.040134195,-0.021022603,2
208,-0.06042589,-0.06053614,-0.034559608,-0.041203994,-0.040789302,-0.021697816,2
209,-0.06295168,-0.0628451,-0.035503425,-0.043421965,-0.042502727,-0.022239108,2
210,-0.06563302,-0.06493892,-0.037729103,-0.045613676,-0.04432372,-0.023883816,2
211,-0.06678385,-0.06624092,-0.038394712,-0.046114933,-0.0451404,-0.0243246,2
212,-0.06843607,-0.06843381,-0.03975911,-0.047740407,-0.04606831,-0.02514083,2
213,-0.071211495,-0.071478106,-0.04087778,-0.0494274,-0.04813384,-0.025502648,2
214,-0.074700534,-0.07477683,-0.04203545,-0.051175516,-0.05028071,-0.0262368,2
215,-0.078672625,-0.078527845,-0.043325473,-0.053929348,-0.052834343,-0.027175643,2
216,-0.08635499,-0.086247146,-0.0473955,-0.059032995,-0.058255184,-0.029650511,2
217,-0.09071122,-0.09096531,-0.04992468,-0.0609788,-0.061009064,-0.031396173,2
218,-0.0948046,-0.09475359,-0.053701542,-0.063523896,-0.06356243,-0.033406112,2
219,-0.10202615,-0.10143029,-0.058179278,-0.0687059,-0.068804964,-0.036090903,2
220,-0.107852966,-0.107761845,-0.06165771,-0.07306447,-0.07196258,-0.038384628,2
221,-0.117506,-0.11614051,-0.067435354,-0.07937593,-0.07735503,-0.042404223,2
222,-0.12862378,-0.12618826,-0.07455537,-0.089338094,-0.085280806,-0.047007494,2
223,-0.13245344,-0.13071573,-0.07667242,-0.091965705,-0.08790432,-0.048061855,2
224,-0.14033969,-0.13985613,-0.07825771,-0.09806798,-0.094983585,-0.048940204,2
225,-0.14625905,-0.14598612,-0.08266901,-0.09973486,-0.09768178,-0.05206559,2
226,-0.15921369,-0.15783548,-0.08788366,-0.10885564,-0.10851413,-0.055471357,2
227,-0.17149687,-0.16954802,-0.094600886,-0.11538216,-0.115628086,-0.060679518,2
228,-0.17474777,-0.17434035,-0.10179886,-0.1193086,-0.1205591,-0.064421974,2
229,-0.1878812,-0.18613473,-0.10968441,-0.12736823,-0.12644316,-0.069512725,2
230,-0.19876991,-0.1982805,-0.11795008,-0.13592146,-0.13244204,-0.07451622,2
231,-0.21347941,-0.21232139,-0.1244967,-0.14638066,-0.14199796,-0.07828219,2
232,-0.22497444,-0.22418733,-0.13452181,-0.15630114,-0.15097277,-0.08530746,2
233,-0.23464492,-0.23303829,-0.13708806,-0.16210318,-0.15473281,-0.086576745,2
234,-0.24055317,-0.23984033,-0.14041305,-0.16390102,-0.15797627,-0.08880394,2
235,-0.24113725,-0.2406026,-0.1443288,-0.16495523,-0.16103874,-0.09122956,2
236,-0.24152729,-0.23983003,-0.13959958,-0.16682933,-0.16608347,-0.08765314,2
237,-0.2396761,-0.2387563,-0.13465245,-0.16244583,-0.16349491,-0.08360158,2
238,-0.23328975,-0.23215817,-0.12702459,-0.15633222,-0.15866308,-0.08029046,2
239,-0.22691686,-0.22380973,-0.117105894,-0.14796399,-0.14851654,-0.07420349,2
240,-0.20400657,-0.20180158,-0.10921452,-0.13727327,-0.13492371,-0.06932793,2
241,-0.18646336,-0.18412761,-0.0998295,-0.12411682,-0.12064542,-0.06299856,2
242,-0.17413564,-0.17152089,-0.09362807,-0.11887361,-0.11505849,-0.058628585,2
243,-0.16313678,-0.16178113,-0.08630135,-0.10964662,-0.10707876,-0.054655116,2
244,-0.15462345,-0.14987035,-0.078534156,-0.10294421,-0.10046772,-0.050050918,2
245,-0.14023612,-0.13695124,-0.07561583,-0.09467599,-0.093583375,-0.048060577,2
246,-0.13188984,-0.13043614,-0.07088084,-0.08713874,-0.0871472,-0.045236938,2
247,-0.121392526,-0.118827075,-0.061812073,-0.079264045,-0.08005624,-0.040396307,2
248,-0.11679557,-0.114821784,-0.06261116,-0.076210395,-0.07794589,-0.0403364,2
249,-0.10836395,-0.106521145,-0.057553004,-0.07162786,-0.07202427,-0.036623687,2
250,-0.10129261,-0.09820968,-0.053056866,-0.06728187,-0.0664018,-0.033919428,2
251,-0.09523681,-0.09262678,-0.05009645,-0.06379474,-0.06254476,-0.031776704,2
252,-0.089954555,-0.087640524,-0.047888722,-0.06029398,-0.059270535,-0.030124035,2
253,-0.08505048,-0.08381732,-0.044733085,-0.05827996,-0.05726057,-0.02817471,2
254,-0.08184744,-0.08032413,-0.044906776,-0.05605197,-0.054697935,-0.027930867,2
255,-0.078480504,-0.07750721,-0.04420811,-0.05394565,-0.05315241,-0.027752014,2
256,-0.07194439,-0.07192941,-0.041248467,-0.04999215,-0.049391486,-0.02581671,2
257,-0.06699992,-0.06740927,-0.038884632,-0.045947455,-0.046084862,-0.024169775,2
258,-0.06406744,-0.06439166,-0.036654186,-0.0441575,-0.044167407,-0.022698538,2
259,-0.059833102,-0.059828904,-0.033866275,-0.04124814,-0.04154464,-0.021127407,2
260,-0.05806598,-0.05804689,-0.03314308,-0.03984493,-0.040178355,-0.020765696,2
261,-0.057311554,-0.057235446,-0.031844147,-0.039841596,-0.039542384,-0.01999094,2
