,0,1,2,3,4,5,label
0,-0.037952118,-0.03837421,-0.021289494,-0.027070513,-0.026550652,-0.013342688,3
1,-0.038040586,-0.038335472,-0.021442147,-0.027095739,-0.026614396,-0.0134197455,3
2,-0.038643394,-0.03651449,-0.019104645,-0.026504809,-0.026099596,-0.0121025,3
3,-0.038805187,-0.036873054,-0.01924848,-0.027069379,-0.026085544,-0.012182804,3
4,-0.039251287,-0.037258543,-0.019684333,-0.027473709,-0.026303353,-0.012402685,3
5,-0.039259896,-0.03732235,-0.019807573,-0.027508095,-0.02642047,-0.012506279,3
6,-0.03894246,-0.037031688,-0.019606527,-0.027450884,-0.026264567,-0.012361371,3
7,-0.03909516,-0.037213683,-0.019708794,-0.027476545,-0.026329197,-0.012449175,3
8,-0.039054733,-0.03790787,-0.020403983,-0.027198983,-0.026381217,-0.012910077,3
9,-0.038339715,-0.037648227,-0.020389186,-0.026946066,-0.026325628,-0.012944475,3
10,-0.038332924,-0.038049407,-0.020713354,-0.026756955,-0.026418284,-0.013201951,3
11,-0.038418487,-0.038257454,-0.02090057,-0.026844483,-0.026549695,-0.013342064,3
12,-0.038582932,-0.038562704,-0.021024467,-0.027037464,-0.02676295,-0.01344172,3
13,-0.038623326,-0.03876917,-0.020979835,-0.027041331,-0.026815355,-0.013426519,3
14,-0.038567718,-0.038823113,-0.02086932,-0.026868295,-0.02665412,-0.0133456625,3
15,-0.038791656,-0.039220463,-0.02089474,-0.027103031,-0.026883334,-0.013377919,3
16,-0.038934037,-0.039321292,-0.020696025,-0.027122473,-0.027000003,-0.013265954,3
17,-0.036941376,-0.037386652,-0.019773368,-0.025764102,-0.025553064,-0.012662706,3
18,-0.0390338,-0.03961184,-0.021081304,-0.027335828,-0.02690945,-0.013419704,3
19,-0.038655765,-0.03912115,-0.020864988,-0.026968464,-0.026684284,-0.01314855,3
20,-0.038436964,-0.038888507,-0.020870136,-0.02687473,-0.026631217,-0.013023089,3
21,-0.037954487,-0.038387585,-0.020851348,-0.026742693,-0.026348332,-0.013144062,3
22,-0.03799378,-0.038552675,-0.021096542,-0.02670222,-0.02614638,-0.012998871,3
23,-0.03778698,-0.038364455,-0.021047762,-0.026505763,-0.025988419,-0.013017879,3
24,-0.037607573,-0.038178876,-0.020898618,-0.026323717,-0.025936352,-0.012943431,3
25,-0.03722972,-0.03779284,-0.020763058,-0.02614616,-0.025847794,-0.013175158,3
26,-0.037617076,-0.038290504,-0.020833092,-0.026335934,-0.026033808,-0.013101545,3
27,-0.038064424,-0.038741987,-0.02103474,-0.026760934,-0.026308147,-0.013220419,3
28,-0.0381687,-0.03873259,-0.02078177,-0.02676499,-0.02642666,-0.013087939,3
