0,1,2,3,4,5,label
-0.037952118,-0.03837421,-0.021289494,-0.027070513,-0.026550652,-0.013342688,3
-0.038040586,-0.038335472,-0.021442147,-0.027095739,-0.026614396,-0.0134197455,3
-0.038643394,-0.03651449,-0.019104645,-0.026504809,-0.026099596,-0.0121025,3
-0.038805187,-0.036873054,-0.01924848,-0.027069379,-0.026085544,-0.012182804,3
-0.039251287,-0.037258543,-0.019684333,-0.027473709,-0.026303353,-0.012402685,3
-0.039259896,-0.03732235,-0.019807573,-0.027508095,-0.02642047,-0.012506279,3
-0.03894246,-0.037031688,-0.019606527,-0.027450884,-0.026264567,-0.012361371,3
-0.03909516,-0.037213683,-0.019708794,-0.027476545,-0.026329197,-0.012449175,3
-0.039054733,-0.03790787,-0.020403983,-0.027198983,-0.026381217,-0.012910077,3
-0.038339715,-0.037648227,-0.020389186,-0.026946066,-0.026325628,-0.012944475,3
-0.038332924,-0.038049407,-0.020713354,-0.026756955,-0.026418284,-0.013201951,3
-0.038418487,-0.038257454,-0.02090057,-0.026844483,-0.026549695,-0.013342064,3
-0.038582932,-0.038562704,-0.021024467,-0.027037464,-0.02676295,-0.01344172,3
-0.038623326,-0.03876917,-0.020979835,-0.027041331,-0.026815355,-0.013426519,3
-0.038567718,-0.038823113,-0.02086932,-0.026868295,-0.02665412,-0.0133456625,3
-0.038791656,-0.039220463,-0.02089474,-0.027103031,-0.026883334,-0.013377919,3
-0.038934037,-0.039321292,-0.020696025,-0.027122473,-0.027000003,-0.013265954,3
-0.036941376,-0.037386652,-0.019773368,-0.025764102,-0.025553064,-0.012662706,3
-0.0390338,-0.03961184,-0.021081304,-0.027335828,-0.02690945,-0.013419704,3
-0.038655765,-0.03912115,-0.020864988,-0.026968464,-0.026684284,-0.01314855,3
-0.038436964,-0.038888507,-0.020870136,-0.02687473,-0.026631217,-0.013023089,3
-0.037954487,-0.038387585,-0.020851348,-0.026742693,-0.026348332,-0.013144062,3
-0.03799378,-0.038552675,-0.021096542,-0.02670222,-0.02614638,-0.012998871,3
-0.03778698,-0.038364455,-0.021047762,-0.026505763,-0.025988419,-0.013017879,3
-0.037607573,-0.038178876,-0.020898618,-0.026323717,-0.025936352,-0.012943431,3
-0.03722972,-0.03779284,-0.020763058,-0.02614616,-0.025847794,-0.013175158,3
-0.037617076,-0.038290504,-0.020833092,-0.026335934,-0.026033808,-0.013101545,3
-0.038064424,-0.038741987,-0.02103474,-0.026760934,-0.026308147,-0.013220419,3
-0.0381687,-0.03873259,-0.02078177,-0.02676499,-0.02642666,-0.013087939,3
-0.038524885,-0.039012168,-0.020810729,-0.027059093,-0.026719429,-0.01324607,3
-0.038295638,-0.038833506,-0.020654075,-0.02704208,-0.026582332,-0.013144725,3
-0.03842905,-0.03887811,-0.020924428,-0.02699826,-0.026570471,-0.013162296,3
-0.03826402,-0.03874293,-0.020726979,-0.026747005,-0.02639254,-0.013001221,3
-0.038467865,-0.038875185,-0.02072554,-0.02691146,-0.02655796,-0.012960645,3
-0.037572827,-0.03790204,-0.020233568,-0.02656489,-0.026029835,-0.012594277,3
-0.03804264,-0.038479496,-0.020538718,-0.027007591,-0.02645662,-0.012866863,3
-0.037768077,-0.038090087,-0.020778466,-0.026790239,-0.026206888,-0.013029262,3
-0.037845634,-0.038137656,-0.02082951,-0.026856743,-0.026335467,-0.013126301,3
-0.037839286,-0.03812747,-0.020679506,-0.027030155,-0.026516993,-0.013080618,3
-0.038050506,-0.038476985,-0.020535516,-0.027441176,-0.026785308,-0.013014634,3
-0.038155604,-0.038449004,-0.020780193,-0.027545502,-0.02686786,-0.013161751,3
-0.037653364,-0.03780301,-0.021074165,-0.027362961,-0.0266281,-0.013307257,3
-0.037180968,-0.03730902,-0.020888256,-0.027149357,-0.026466817,-0.013150052,3
-0.038738515,-0.038843527,-0.021864701,-0.027968222,-0.027468337,-0.01370777,3
-0.039112967,-0.039390676,-0.022092637,-0.0278148,-0.027402323,-0.013931185,3
-0.040402994,-0.040802673,-0.022663131,-0.028536271,-0.028298069,-0.014302346,3
-0.04070162,-0.041060872,-0.022387141,-0.028907072,-0.02879704,-0.014269754,3
-0.040701997,-0.041314755,-0.022324411,-0.028599616,-0.028825093,-0.014358287,3
-0.04226488,-0.04291337,-0.02324837,-0.029967893,-0.030183418,-0.014901355,3
-0.043298166,-0.044058904,-0.024325361,-0.03134208,-0.031352323,-0.015517091,3
-0.043058854,-0.04363238,-0.024236653,-0.030733,-0.03092057,-0.01551734,3
-0.04301167,-0.043580767,-0.02410715,-0.030597882,-0.0309225,-0.01540573,3
-0.041200742,-0.04146076,-0.02331726,-0.028887246,-0.029268984,-0.014617782,3
-0.04406498,-0.0443099,-0.024636835,-0.030940065,-0.031169936,-0.015527057,3
-0.04528562,-0.04577399,-0.02546451,-0.03177964,-0.03162967,-0.015987646,3
-0.046531614,-0.046760842,-0.026038205,-0.032482978,-0.032169476,-0.016280811,3
-0.047816083,-0.047448955,-0.027425544,-0.033617385,-0.03324154,-0.017445318,3
-0.049317557,-0.04881146,-0.028004715,-0.03454193,-0.03383391,-0.017954523,3
-0.048721485,-0.048462976,-0.027686978,-0.034611348,-0.033544444,-0.017711153,3
-0.04989536,-0.04966426,-0.028315427,-0.035610635,-0.03475775,-0.01809266,3
-0.05000691,-0.050041277,-0.027528146,-0.03572266,-0.034937453,-0.017357515,3
-0.051042862,-0.050877556,-0.027882895,-0.036854178,-0.035919793,-0.01785248,3
-0.051988266,-0.05214565,-0.028340803,-0.0372864,-0.036338195,-0.017898198,3
-0.053328034,-0.053423863,-0.029977873,-0.03862684,-0.03774028,-0.018953905,3
-0.05496607,-0.055121623,-0.03085935,-0.03940894,-0.038770225,-0.019557154,3
-0.057868272,-0.057962198,-0.031765882,-0.040664196,-0.04048242,-0.019867824,3
-0.058086693,-0.05822667,-0.031603433,-0.041017912,-0.04092757,-0.019898392,3
-0.061429393,-0.061949816,-0.03500135,-0.044200685,-0.043510083,-0.022027059,3
-0.065581545,-0.06603083,-0.037293717,-0.046865914,-0.046338037,-0.023500672,3
-0.068334155,-0.06924196,-0.038783737,-0.048660103,-0.049323417,-0.0245017,3
-0.07247968,-0.073159255,-0.04120243,-0.05173269,-0.0524546,-0.025982484,3
-0.07591606,-0.07667562,-0.04266653,-0.05543254,-0.054819256,-0.026945742,3
-0.078237854,-0.078744344,-0.044410598,-0.057153292,-0.056188405,-0.028310202,3
-0.08201592,-0.082874894,-0.04563957,-0.058678284,-0.058229625,-0.028890422,3
-0.086674936,-0.087481715,-0.048447695,-0.061829444,-0.061213944,-0.03048594,3
-0.09243608,-0.092504226,-0.051682062,-0.06600996,-0.06490846,-0.032339852,3
-0.10036448,-0.09934772,-0.05520837,-0.07126227,-0.06965956,-0.03472402,3
-0.1059538,-0.10534019,-0.05874109,-0.07458729,-0.0727895,-0.037829097,3
-0.108788274,-0.10700423,-0.060128123,-0.07559298,-0.07356843,-0.038886454,3
-0.11430834,-0.11245903,-0.061535146,-0.08010631,-0.07732846,-0.039824754,3
-0.1221266,-0.12169098,-0.06534985,-0.08608017,-0.08279006,-0.042418264,3
-0.13007227,-0.13077684,-0.06955132,-0.092164956,-0.08861483,-0.04526579,3
-0.13955018,-0.14005122,-0.073515944,-0.098652415,-0.09517242,-0.04782015,3
-0.14423549,-0.14442414,-0.076190226,-0.102027684,-0.09872303,-0.049406715,3
-0.150781,-0.15127763,-0.079040505,-0.10605155,-0.103432424,-0.051069327,3
-0.1545368,-0.15662348,-0.083497845,-0.10954768,-0.10673633,-0.053436134,3
-0.1578151,-0.15958908,-0.085065305,-0.11169537,-0.10869264,-0.054722916,3
-0.16215141,-0.16426925,-0.08812405,-0.11566989,-0.11198752,-0.056562055,3
-0.16347145,-0.16532303,-0.08998385,-0.117406346,-0.11306353,-0.057775926,3
-0.16775481,-0.1689049,-0.090771526,-0.11904508,-0.114838146,-0.05815972,3
-0.16921353,-0.16956826,-0.08964894,-0.11823715,-0.11441655,-0.05772837,3
-0.1654087,-0.16591418,-0.08791868,-0.115128756,-0.111358635,-0.056739904,3
-0.1655476,-0.16657338,-0.08478229,-0.115173295,-0.11201083,-0.05487043,3
-0.15773194,-0.15954386,-0.08294131,-0.1105577,-0.107177146,-0.053973928,3
-0.15131621,-0.15260354,-0.08098576,-0.10572857,-0.1017725,-0.052704263,3
-0.14454769,-0.14502643,-0.07836183,-0.10068803,-0.09677019,-0.051226173,3
