0,1,2,3,4,5,label
-0.07024953,-0.07063346,-0.036841787,-0.047813557,-0.046540353,-0.023457026,1
-0.07788502,-0.07905658,-0.04099624,-0.05239494,-0.051326543,-0.025815012,1
-0.08496852,-0.086725205,-0.04359773,-0.05761254,-0.05763866,-0.027894353,1
-0.09176932,-0.0939334,-0.047020853,-0.061326634,-0.06206621,-0.030494899,1
-0.098182164,-0.09961783,-0.05169869,-0.06575819,-0.06718783,-0.0328754,1
-0.10746864,-0.10867425,-0.058689114,-0.071945235,-0.073029265,-0.03667086,1
-0.11991348,-0.120025665,-0.06511133,-0.08079902,-0.0808469,-0.040631276,1
-0.1356424,-0.13519071,-0.072343916,-0.089641765,-0.08804494,-0.046810795,1
-0.14297065,-0.14214663,-0.074712284,-0.09494118,-0.09225004,-0.048476532,1
-0.1574836,-0.15818685,-0.07761492,-0.10572838,-0.104397774,-0.050695848,1
-0.17264614,-0.17266873,-0.08530854,-0.11443354,-0.11280558,-0.05578007,1
-0.18363275,-0.18715394,-0.091241494,-0.12379255,-0.12366481,-0.05841476,1
-0.19021705,-0.19807802,-0.09776214,-0.12740296,-0.12859501,-0.06300684,1
-0.19790423,-0.20365846,-0.10241632,-0.12968457,-0.13406087,-0.06580305,1
-0.21113646,-0.21548828,-0.10914453,-0.13741477,-0.14185409,-0.06982794,1
-0.21398893,-0.21779194,-0.11109121,-0.13951659,-0.14333116,-0.071631216,1
-0.22537035,-0.22774014,-0.11454574,-0.14663096,-0.14712243,-0.07330497,1
-0.23065424,-0.2308447,-0.1152299,-0.14981952,-0.15131582,-0.07372963,1
-0.2308407,-0.2313052,-0.11626837,-0.15007983,-0.1512822,-0.07424972,1
-0.22987445,-0.22928073,-0.11556543,-0.15037398,-0.15084796,-0.07375226,1
-0.21980633,-0.22050752,-0.1115333,-0.14284019,-0.14244664,-0.07131935,1
-0.20463969,-0.20579042,-0.10228785,-0.13674572,-0.1357805,-0.06692414,1
-0.19269213,-0.19435091,-0.09702423,-0.12629433,-0.1270947,-0.064208806,1
-0.18315199,-0.18610567,-0.09215678,-0.1189704,-0.120437026,-0.061296094,1
-0.16995642,-0.17287014,-0.08570459,-0.11160944,-0.11336023,-0.056731805,1
-0.15894604,-0.16158888,-0.08009189,-0.10519385,-0.104387075,-0.052420095,1
-0.14397813,-0.14422368,-0.07153883,-0.096097045,-0.095169745,-0.047344152,1
-0.1348801,-0.1355251,-0.06934835,-0.08986507,-0.08921212,-0.045608696,1
-0.12810142,-0.12921324,-0.06828029,-0.085018925,-0.084142216,-0.043962605,1
-0.11860087,-0.12003483,-0.061566688,-0.077771336,-0.07721998,-0.0399714,1
-0.10922739,-0.111625716,-0.05740959,-0.07158742,-0.07163298,-0.037336964,1
-0.10152624,-0.103322156,-0.05267252,-0.066653624,-0.06665472,-0.034546833,1
-0.0955074,-0.09757985,-0.04973951,-0.06352345,-0.06412446,-0.032064706,1
-0.08994937,-0.09232072,-0.046618745,-0.059829954,-0.059656665,-0.02995356,1
-0.08509757,-0.08682944,-0.0438924,-0.056444038,-0.056122508,-0.028035121,1
-0.079215154,-0.08025625,-0.04116519,-0.05364582,-0.053440608,-0.02664493,1
-0.076620035,-0.0771018,-0.041233797,-0.05164542,-0.051000305,-0.02643895,1
-0.071226604,-0.07143545,-0.038585257,-0.047934428,-0.047339473,-0.024926174,1
-0.066853166,-0.06760864,-0.035276763,-0.044465188,-0.044446193,-0.022691114,1
-0.06153963,-0.06250134,-0.032820277,-0.041297752,-0.04169747,-0.02101208,1
-0.057975516,-0.059210394,-0.030810114,-0.039029643,-0.039245844,-0.019833213,1
-0.054536648,-0.056169167,-0.028583897,-0.036889903,-0.03698659,-0.01840183,1
-0.051343117,-0.05233252,-0.027293617,-0.03435402,-0.034158856,-0.017344281,1
-0.048781916,-0.049545888,-0.02630023,-0.033149473,-0.032820597,-0.016736375,1
-0.047088664,-0.04773559,-0.025914282,-0.031971343,-0.031831715,-0.016484031,1
-0.04481654,-0.044965655,-0.024187636,-0.030417837,-0.030324694,-0.015198628,1
-0.042391762,-0.043033935,-0.022590276,-0.02917419,-0.02901935,-0.0143568115,1
-0.040620845,-0.041150592,-0.021543672,-0.02804614,-0.028138358,-0.013755768,1
-0.03941161,-0.039961703,-0.020797346,-0.026765311,-0.027076412,-0.013339573,1
-0.03668314,-0.037444305,-0.019246697,-0.025317406,-0.025234906,-0.012352204,1
-0.035997413,-0.036715467,-0.018712992,-0.024479102,-0.02448634,-0.011758311,1
-0.033625096,-0.034086358,-0.01758848,-0.023186937,-0.023071816,-0.011146708,1
-0.03337389,-0.033841852,-0.017400557,-0.023057323,-0.022847248,-0.0109316,1
-0.032503366,-0.032996714,-0.01695645,-0.02262931,-0.022237575,-0.010763935,1
-0.03189644,-0.03245275,-0.016444638,-0.022061178,-0.021870008,-0.010379509,1
-0.030283917,-0.030989321,-0.015901163,-0.021203177,-0.021031259,-0.010051586,1
-0.029871505,-0.030635512,-0.015585763,-0.020922067,-0.0207699,-0.009919901,1
-0.029483927,-0.03009692,-0.015188863,-0.02046373,-0.02028386,-0.009659053,1
-0.029304631,-0.029682124,-0.015071674,-0.020163007,-0.020048551,-0.009683086,1
-0.02882057,-0.029162234,-0.014769335,-0.020273114,-0.019935884,-0.009267687,1
-0.02858237,-0.028955352,-0.01452171,-0.020031108,-0.019773636,-0.009110848,1
-0.028450884,-0.028729912,-0.014555014,-0.019816468,-0.019612918,-0.009154762,1
-0.02871755,-0.028925244,-0.014695592,-0.01969106,-0.019687455,-0.009402723,1
-0.028857086,-0.029032374,-0.014776627,-0.019846274,-0.019836446,-0.009450769,1
-0.028451351,-0.02870285,-0.014814761,-0.019729141,-0.019725414,-0.009519015,1
-0.028543158,-0.028858919,-0.014713712,-0.019674657,-0.019608384,-0.009463344,1
-0.028327303,-0.028591922,-0.014725358,-0.019507084,-0.019523123,-0.009486115,1
-0.028691588,-0.028893363,-0.014937837,-0.019770158,-0.019854575,-0.009620398,1
-0.029078994,-0.02924568,-0.015095495,-0.019965911,-0.020087264,-0.009714521,1
-0.029414782,-0.029550584,-0.015329328,-0.020179175,-0.020254062,-0.009865304,1
-0.029795332,-0.030041337,-0.015201261,-0.02037445,-0.020415219,-0.009787894,1
-0.030007904,-0.030328592,-0.015503775,-0.020647611,-0.020648096,-0.009992053,1
-0.030915996,-0.031189868,-0.015997155,-0.02132061,-0.021315735,-0.010276493,1
-0.032192532,-0.03237174,-0.01657355,-0.022012187,-0.021914223,-0.010667027,1
-0.033778563,-0.033846304,-0.017744284,-0.02313088,-0.022834871,-0.011527452,1
-0.034308188,-0.03427472,-0.017716045,-0.023408366,-0.023021514,-0.01144722,1
-0.03592069,-0.03592817,-0.018448466,-0.024581447,-0.024285764,-0.011894482,1
-0.037848994,-0.03787581,-0.019309781,-0.025928166,-0.025632804,-0.01243071,1
-0.041500807,-0.042123728,-0.021408802,-0.027856726,-0.027787255,-0.013337383,1
-0.04315982,-0.044121604,-0.022458492,-0.029240001,-0.029068084,-0.014479586,1
-0.04422403,-0.04505342,-0.02343763,-0.030178344,-0.029985888,-0.014965395,1
-0.049247187,-0.049801935,-0.02618457,-0.033394612,-0.033088654,-0.016445423,1
-0.052876163,-0.053488012,-0.027957195,-0.035821166,-0.035318524,-0.017377086,1
-0.056493606,-0.056031667,-0.030146446,-0.038261473,-0.037417848,-0.019002035,1
-0.05942404,-0.059050288,-0.03169495,-0.039641082,-0.03876145,-0.020338675,1
-0.06467345,-0.064924195,-0.033443652,-0.0431285,-0.042449042,-0.02143908,1
-0.07086273,-0.07225545,-0.03654287,-0.04768661,-0.047463868,-0.023396337,1
-0.07700744,-0.07879836,-0.03981667,-0.05119821,-0.051748168,-0.025473325,1
-0.08198869,-0.083868206,-0.04301638,-0.054726385,-0.05607954,-0.027509656,1
-0.088252105,-0.08959393,-0.047215935,-0.059679065,-0.060516197,-0.029884147,1
-0.09676718,-0.09758531,-0.05230326,-0.065112665,-0.06592854,-0.032744393,1
-0.107230015,-0.10773327,-0.058271755,-0.072432086,-0.07158732,-0.036983125,1
-0.115669176,-0.11483389,-0.062151153,-0.07835216,-0.07661437,-0.039452396,1
-0.12228339,-0.123040654,-0.06308843,-0.083054006,-0.08132436,-0.04047946,1
-0.13615991,-0.13627948,-0.06835858,-0.09041495,-0.08913215,-0.044715494,1
-0.1461768,-0.14905183,-0.07413293,-0.09933871,-0.098953344,-0.047803957,1
-0.15599549,-0.16018634,-0.081293546,-0.10345151,-0.10542381,-0.052394416,1
-0.16233449,-0.16641377,-0.084485315,-0.10656838,-0.10878048,-0.054950282,1
-0.16967092,-0.17359369,-0.08997109,-0.11062607,-0.113140576,-0.05842796,1
-0.17654982,-0.18112293,-0.09157983,-0.11717946,-0.11834312,-0.060046956,1
-0.18326409,-0.18821478,-0.09222799,-0.121267855,-0.121694595,-0.06011016,1
-0.18302575,-0.18549468,-0.092531435,-0.12185781,-0.121997066,-0.05999695,1
-0.18471678,-0.18695828,-0.09461307,-0.12260088,-0.12203361,-0.061409775,1
-0.17841186,-0.18023227,-0.09124558,-0.119353004,-0.11815676,-0.059182853,1
-0.16662566,-0.16962671,-0.08407369,-0.11172538,-0.110490926,-0.054370802,1
-0.15576923,-0.15923284,-0.078604266,-0.103928715,-0.104010716,-0.050945412,1
-0.14612933,-0.15004182,-0.073729634,-0.097494066,-0.09848854,-0.047993906,1
-0.13988034,-0.1435843,-0.071276985,-0.092779666,-0.09398958,-0.046084266,1
-0.12974112,-0.13225381,-0.06736716,-0.08654003,-0.08707802,-0.04337304,1
-0.120631,-0.122099,-0.061748933,-0.080364555,-0.080197304,-0.039498065,1
-0.11225472,-0.11451667,-0.056514814,-0.07460914,-0.073560506,-0.03763785,1
-0.106017135,-0.10823385,-0.054079227,-0.070626035,-0.06962895,-0.035984065,1
-0.09856221,-0.101012774,-0.05171335,-0.06571572,-0.06403938,-0.03406244,1
-0.08955414,-0.09079082,-0.048263475,-0.059472732,-0.059638914,-0.030820582,1
-0.0837926,-0.08520401,-0.045536112,-0.0549216,-0.05536293,-0.02923531,1
-0.0761941,-0.07742098,-0.04109856,-0.050186414,-0.05128657,-0.026270838,1
-0.07185407,-0.07338672,-0.03869668,-0.04689932,-0.04826364,-0.02465924,1
-0.06639056,-0.06791304,-0.034428634,-0.044088826,-0.044724997,-0.021927873,1
-0.062999636,-0.064124644,-0.032038886,-0.04227647,-0.042079262,-0.020626651,1
-0.05958275,-0.060744032,-0.031177945,-0.040343132,-0.0396123,-0.020523276,1
-0.056690734,-0.05713604,-0.030338142,-0.037776224,-0.037553176,-0.01923996,1
-0.053057674,-0.05357825,-0.028102804,-0.035224464,-0.035147343,-0.01749937,1
-0.049032673,-0.04985586,-0.026112735,-0.033224158,-0.032997053,-0.016383428,1
-0.046732534,-0.04741809,-0.024630746,-0.031633176,-0.031513497,-0.015638636,1
-0.043984614,-0.044873852,-0.023099398,-0.029853122,-0.029723791,-0.014696521,1
-0.04207817,-0.043144252,-0.022215005,-0.02855456,-0.028244542,-0.014170513,1
-0.039712843,-0.040350866,-0.020791005,-0.0270234,-0.026788175,-0.013310404,1
-0.037950005,-0.038311847,-0.019762408,-0.02627271,-0.02581647,-0.012795905,1
-0.03632433,-0.036767878,-0.019174948,-0.025096718,-0.024627347,-0.012423762,1
-0.03524245,-0.0355556,-0.018718598,-0.02409164,-0.023917563,-0.011919959,1
-0.033201683,-0.033745825,-0.017416537,-0.022994794,-0.022854986,-0.011001404,1
-0.031957477,-0.03274455,-0.017001377,-0.022220803,-0.022107175,-0.010712453,1
-0.031708017,-0.032245494,-0.016597738,-0.021781262,-0.021756876,-0.010654096,1
-0.030966584,-0.031494454,-0.016409146,-0.021346122,-0.02125232,-0.010521378,1
-0.030120512,-0.030421335,-0.015837427,-0.02104158,-0.020851437,-0.010100078,1
-0.029825425,-0.029934214,-0.015493376,-0.02079552,-0.020364806,-0.00982023,1
-0.029110309,-0.029221226,-0.01502862,-0.02038432,-0.020031499,-0.009530191,1
-0.028939102,-0.029114932,-0.014762033,-0.020166507,-0.019851368,-0.009417778,1
-0.028765494,-0.029066138,-0.0147515675,-0.019938234,-0.01965576,-0.00942869,1
-0.028353028,-0.028639095,-0.014635495,-0.019677322,-0.019490903,-0.009299093,1
-0.028249053,-0.028594377,-0.014691163,-0.019593049,-0.01956552,-0.009351268,1
-0.02800989,-0.02838811,-0.014778839,-0.019601075,-0.019561129,-0.009457286,1
-0.028266741,-0.028673744,-0.014696088,-0.019662345,-0.019596634,-0.009402634,1
-0.028590666,-0.028956296,-0.014803809,-0.019777285,-0.019734139,-0.009468685,1
-0.02902672,-0.029337348,-0.0150888,-0.020155065,-0.020085203,-0.009635992,1
-0.029504111,-0.02975685,-0.0153192235,-0.020480864,-0.020380825,-0.009778473,1
-0.029867781,-0.030123523,-0.015415447,-0.020749303,-0.020597074,-0.009837201,1
-0.029796813,-0.030134572,-0.015486637,-0.02075321,-0.020626267,-0.009902758,1
-0.03154038,-0.031742737,-0.016432345,-0.021693487,-0.021505337,-0.010461019,1
-0.033111494,-0.0334315,-0.017320538,-0.022940142,-0.02245218,-0.010913089,1
-0.034028545,-0.034084935,-0.018390602,-0.02348556,-0.02290731,-0.011838126,1
-0.03502517,-0.03511372,-0.018403504,-0.024073496,-0.023645833,-0.011884804,1
-0.037175108,-0.037596066,-0.019533474,-0.025440801,-0.025127996,-0.012158749,1
-0.04060602,-0.041176297,-0.021237273,-0.0274973,-0.027292142,-0.013297825,1
-0.042535003,-0.043400183,-0.022175934,-0.029209623,-0.02905709,-0.0143208895,1
-0.044230986,-0.045018323,-0.023248801,-0.030148359,-0.030211864,-0.014839134,1
-0.048369937,-0.04907663,-0.025603386,-0.033314027,-0.03324128,-0.016191732,1
-0.05247961,-0.05328317,-0.02811189,-0.035973854,-0.035442464,-0.017627137,1
-0.056185346,-0.056204442,-0.03052825,-0.038151424,-0.0378004,-0.019004809,1
-0.05845157,-0.05827918,-0.03177196,-0.039273247,-0.03872723,-0.019800758,1
-0.06364904,-0.06411952,-0.03308017,-0.042841036,-0.042121008,-0.021247659,1
-0.06994526,-0.07149348,-0.03683008,-0.047586314,-0.046819683,-0.023397133,1
-0.07652577,-0.07829905,-0.039311633,-0.051509432,-0.05164087,-0.025379304,1
-0.08108786,-0.08310577,-0.042331133,-0.054546423,-0.05549003,-0.026943987,1
-0.088063724,-0.08949814,-0.047503944,-0.059503753,-0.060207356,-0.030106038,1
-0.0980817,-0.0993169,-0.054165736,-0.066090986,-0.06675682,-0.033911336,1
-0.10764424,-0.108133905,-0.058857094,-0.07313444,-0.07228167,-0.037288226,1
-0.11720524,-0.11620428,-0.06321461,-0.07947172,-0.07765336,-0.039962377,1
-0.1164917,-0.11744058,-0.060822085,-0.079810515,-0.07785477,-0.038849693,1
-0.14105903,-0.14199921,-0.0712852,-0.09402928,-0.092606,-0.04627902,1
-0.14917625,-0.15259025,-0.07579352,-0.10033677,-0.099924766,-0.048441056,1
-0.1601501,-0.16558868,-0.082189284,-0.10725808,-0.10866457,-0.052740272,1
-0.16960119,-0.17421328,-0.08725476,-0.113931105,-0.115056075,-0.056481007,1
-0.18549535,-0.18977496,-0.09661967,-0.124540195,-0.1252446,-0.06306754,1
-0.20080756,-0.20411265,-0.102944665,-0.13286674,-0.13436164,-0.06582445,1
-0.19939901,-0.1993313,-0.10350217,-0.13499704,-0.13293923,-0.06752713,1
-0.20469323,-0.20556624,-0.10392097,-0.13830453,-0.13583103,-0.06761541,1
-0.2112445,-0.2126441,-0.10665553,-0.14077118,-0.13799837,-0.067998394,1
-0.21247533,-0.21496816,-0.10788895,-0.14310086,-0.14108637,-0.06983565,1
-0.21791646,-0.2203745,-0.112034395,-0.14302552,-0.14202975,-0.07273572,1
-0.21945256,-0.22301549,-0.112314425,-0.14258721,-0.14286125,-0.0717705,1
-0.21060556,-0.21551159,-0.108282804,-0.13667144,-0.1376509,-0.06890128,1
